Designator,Mid X,Mid Y,Rotation,Layer
BT1,27.9075,-44.1075,270.0,bottom
J1,62.9825,-45.75,270.0,top
S1,13.5,-41.0,90.0,top
S2,38.0,-9.0,0.0,top
S3,62.0,-9.0,0.0,top
S4,86.5,-41.0,270.0,top
SW1,27.145,-66.3375,33.0,top
U1,50.0,-53.0125,180.0,bottom
